Date,Medicine_ID,Medicine_Name,Category,Quantity_Sold,Price,Total_Amount,Day_of_Week,Is_Weekend,Month,Season,Year,Week_of_Year
2022-01-01,5007,Lioresal 25 Tablet,Other,8,263.87,2110.96,Saturday,True,1,Winter,2022,52
2022-01-02,1429,Citralka Liquid,Other,7,40.77,285.39,Sunday,True,1,Winter,2022,52
2022-01-02,11395,Xevor 5mg Tablet,Antihistamine,15,489.09,7336.35,Sunday,True,1,Winter,2022,52
2022-01-02,381,Addphos Granules,Supplement,8,303.02,2424.16,Sunday,True,1,Winter,2022,52
2022-01-02,1939,Enam 5 Tablet,Cardiovascular,24,456.48,10955.52,Sunday,True,1,Winter,2022,52
2022-01-02,4851,Laxito Plus Liquid,Gastrointestinal,3,102.69,308.07,Sunday,True,1,Winter,2022,52
2022-01-02,10794,Ultravex S3 Ointment,Dermatological,18,456.64,8219.52,Sunday,True,1,Winter,2022,52
2022-01-02,4016,Ketoscalp Shampoo from Leeford for Antifungal Infections,Other,22,189.07,4159.54,Sunday,True,1,Winter,2022,52
2022-01-02,10565,Torbulk Powder,Gastrointestinal,14,332.94,4661.16,Sunday,True,1,Winter,2022,52
2022-01-02,662,Allerkast LC Tablet,Antipyretic,14,376.29,5268.06,Sunday,True,1,Winter,2022,52
2022-01-02,1521,Defcort 18 Tablet,Anti-inflammatory,10,46.62,466.2,Sunday,True,1,Winter,2022,52
2022-01-02,7062,Okacet Cold Total Tablet,Respiratory,12,72.91,874.92,Sunday,True,1,Winter,2022,52
2022-01-02,4381,Lozivate-MF Ointment,Dermatological,20,98.04,1960.8,Sunday,True,1,Winter,2022,52
2022-01-02,5845,Mesacol CR 500mg Tablet,Gastrointestinal,11,38.97,428.67,Sunday,True,1,Winter,2022,52
2022-01-02,10128,Tryptomer 50mg Tablet,Analgesic,12,167.82,2013.84,Sunday,True,1,Winter,2022,52
2022-01-02,6456,New Ventiphylline PD 1.5 mg/50 mg/0.5 mg Syrup,Respiratory,6,242.98,1457.88,Sunday,True,1,Winter,2022,52
2022-01-02,5007,Lioresal 25 Tablet,Other,6,263.87,1583.22,Sunday,True,1,Winter,2022,52
2022-01-02,6873,Odimont-AL Tablet,Respiratory,27,308.81,8337.87,Sunday,True,1,Winter,2022,52
2022-01-02,1257,Basalog 100IU/ml Refill Cartridge,Antidiabetic,11,231.87,2550.57,Sunday,True,1,Winter,2022,52
2022-01-02,1054,Azukon Tablet,Antidiabetic,9,260.84,2347.56,Sunday,True,1,Winter,2022,52
2022-01-02,2416,Formonide 400 Respicaps,Other,13,250.01,3250.13,Sunday,True,1,Winter,2022,52
2022-01-02,5455,Melbild Solution,Other,11,206.15,2267.65,Sunday,True,1,Winter,2022,52
2022-01-02,5674,Misty Fresh Eye Drop,Ophthalmic,16,290.12,4641.92,Sunday,True,1,Winter,2022,52
2022-01-02,5652,Mucyst Injection,Other,19,82.0,1558.0,Sunday,True,1,Winter,2022,52
2022-01-02,10994,Vogs-GM 2/0.3 Tablet SR,Antidiabetic,12,60.3,723.6,Sunday,True,1,Winter,2022,52
2022-01-02,9328,Sucral Kid Oral Suspension,Gastrointestinal,13,438.33,5698.29,Sunday,True,1,Winter,2022,52
2022-01-02,5953,Minolast 10 Tablet,Antipyretic,19,174.67,3318.73,Sunday,True,1,Winter,2022,52
2022-01-03,3372,Hifenac Tablet,Analgesic,16,175.68,2810.88,Monday,False,1,Winter,2022,1
2022-01-03,11610,Zulu AT 4 Tablet,Analgesic,10,284.41,2844.1,Monday,False,1,Winter,2022,1
2022-01-03,1866,Enzocort 6 Tablet,Anti-inflammatory,13,476.92,6199.96,Monday,False,1,Winter,2022,1
2022-01-03,2185,Embeta XR 100 Tablet,Analgesic,18,72.87,1311.66,Monday,False,1,Winter,2022,1
2022-01-03,9402,Synoflex Tablet,Anti-inflammatory,15,119.29,1789.35,Monday,False,1,Winter,2022,1
2022-01-03,8159,Qron 20mg/ml Injection,Supplement,10,125.02,1250.2,Monday,False,1,Winter,2022,1
2022-01-03,3338,Genericart Glimepiride+Metformin Hydrochloride 4mg/1000mg Tablet PR,Antidiabetic,10,135.22,1352.2,Monday,False,1,Winter,2022,1
2022-01-03,1712,Dicovis-GM Tablet,Anti-inflammatory,11,154.25,1696.75,Monday,False,1,Winter,2022,1
2022-01-03,321,Acrotac 25mg Capsule,Dermatological,12,496.71,5960.52,Monday,False,1,Winter,2022,1
2022-01-03,5757,Mycoclear 100 Capsule,Antibiotic,6,438.62,2631.72,Monday,False,1,Winter,2022,1
2022-01-03,1622,Diabend-MR 30 Tablet,Antidiabetic,9,207.53,1867.77,Monday,False,1,Winter,2022,1
2022-01-03,6182,Neosporin H Ear Drop,Antibiotic,26,487.68,12679.68,Monday,False,1,Winter,2022,1
2022-01-03,10580,Tigatel-CH 80mg/12.5mg Tablet,Cardiovascular,20,252.49,5049.8,Monday,False,1,Winter,2022,1
2022-01-03,7478,Pregalin SR 75 Tablet,Analgesic,10,304.31,3043.1,Monday,False,1,Winter,2022,1
2022-01-03,3601,Hysoft Moisturizing Cream,Antihistamine,6,54.3,325.8,Monday,False,1,Winter,2022,1
2022-01-03,1140,Arthocerin-DG Tablet,Anti-inflammatory,23,360.7,8296.1,Monday,False,1,Winter,2022,1
2022-01-03,11505,Zoster Cream,Other,20,336.75,6735.0,Monday,False,1,Winter,2022,1
2022-01-03,2865,Geminor M 2 Tablet PR,Antidiabetic,12,212.55,2550.6,Monday,False,1,Winter,2022,1
2022-01-03,9963,Tropicacyl Eye Drop,Ophthalmic,10,409.68,4096.8,Monday,False,1,Winter,2022,1
2022-01-03,107,Alerid-D Tablet,Other,19,154.4,2933.6,Monday,False,1,Winter,2022,1
2022-01-03,1428,Crocin Advance 500mg Tablet,Analgesic,9,185.53,1669.77,Monday,False,1,Winter,2022,1
2022-01-03,4129,Keppra 750mg Tablet,Other,28,432.41,12107.48,Monday,False,1,Winter,2022,1
2022-01-03,8309,Rantac Mps Oral Suspension Elaichi Sugar Free,Gastrointestinal,19,302.24,5742.56,Monday,False,1,Winter,2022,1
2022-01-03,2612,F Next Dusting Powder,Antibiotic,40,258.52,10340.8,Monday,False,1,Winter,2022,1
2022-01-03,1569,Dersol 24% Ointment,Other,13,341.39,4438.07,Monday,False,1,Winter,2022,1
2022-01-03,7818,Prelid 8mg Tablet,Antihistamine,7,62.42,436.94,Monday,False,1,Winter,2022,1
2022-01-03,8570,Respidon 2 Tablet,Other,30,141.19,4235.7,Monday,False,1,Winter,2022,1
2022-01-03,10812,Uniwalk Capsule,Anti-inflammatory,16,383.21,6131.36,Monday,False,1,Winter,2022,1
2022-01-03,10528,Telmed 80 Tablet,Cardiovascular,5,67.24,336.2,Monday,False,1,Winter,2022,1
2022-01-03,4749,Livolexin Suspension,Supplement,22,252.29,5550.38,Monday,False,1,Winter,2022,1
2022-01-03,5649,Mylamin Plus Injection,Supplement,20,465.94,9318.8,Monday,False,1,Winter,2022,1
2022-01-03,190,Aqualube Eye Drop,Ophthalmic,28,279.05,7813.4,Monday,False,1,Winter,2022,1
2022-01-03,11547,Zimigut 400 Tablet,Gastrointestinal,30,147.84,4435.2,Monday,False,1,Winter,2022,1
2022-01-03,6025,Momtent Cream,Dermatological,14,373.08,5223.12,Monday,False,1,Winter,2022,1
2022-01-03,1506,Domways 10mg Oral Drops,Gastrointestinal,15,195.89,2938.35,Monday,False,1,Winter,2022,1
2022-01-03,11352,XL Mont 5mg/10mg Tablet,Antipyretic,30,5.07,152.1,Monday,False,1,Winter,2022,1
2022-01-03,7965,Pidotimune 400 Tablet,Respiratory,31,72.53,2248.43,Monday,False,1,Winter,2022,1
2022-01-03,738,Apraize 20 Tablet,Dermatological,17,277.82,4722.94,Monday,False,1,Winter,2022,1
2022-01-03,9160,Solitair Tablet,Antipyretic,46,308.11,14173.06,Monday,False,1,Winter,2022,1
2022-01-03,8041,Pop DSR Capsule,Respiratory,21,425.31,8931.51,Monday,False,1,Winter,2022,1
2022-01-03,3228,Glaritus 100IU/ml Injection,Antidiabetic,5,248.68,1243.4,Monday,False,1,Winter,2022,1
2022-01-03,8447,Rituxirel 500mg Injection,Anti-inflammatory,7,243.9,1707.3,Monday,False,1,Winter,2022,1
2022-01-03,1494,Ducira Gel,Ophthalmic,8,6.28,50.24,Monday,False,1,Winter,2022,1
2022-01-03,6980,Olmetime-AM 20 Tablet,Cardiovascular,14,202.75,2838.5,Monday,False,1,Winter,2022,1
2022-01-03,8588,Rotasiil Oral Vaccine,Gastrointestinal,30,282.12,8463.6,Monday,False,1,Winter,2022,1
2022-01-04,4585,Lasma LC Kid Tablet,Antipyretic,47,193.12,9076.64,Tuesday,False,1,Winter,2022,1
2022-01-04,1778,Enuff Capsule,Gastrointestinal,11,239.03,2629.33,Tuesday,False,1,Winter,2022,1
2022-01-04,6025,Momtent Cream,Dermatological,21,373.08,7834.68,Tuesday,False,1,Winter,2022,1
2022-01-04,6461,Nocram Tablet,Supplement,23,86.09,1980.07,Tuesday,False,1,Winter,2022,1
2022-01-04,1000,Anbid 500 Tablet,Antibiotic,15,456.72,6850.8,Tuesday,False,1,Winter,2022,1
2022-01-04,3961,Jointace DN Tablet,Anti-inflammatory,12,261.01,3132.12,Tuesday,False,1,Winter,2022,1
2022-01-04,8799,Ronycold-M Tablet,Antipyretic,33,287.08,9473.64,Tuesday,False,1,Winter,2022,1
2022-01-04,1428,Crocin Advance 500mg Tablet,Analgesic,26,185.53,4823.78,Tuesday,False,1,Winter,2022,1
2022-01-04,6456,New Ventiphylline PD 1.5 mg/50 mg/0.5 mg Syrup,Respiratory,48,242.98,11663.04,Tuesday,False,1,Winter,2022,1
2022-01-04,2040,Ezimet-F Cream,Dermatological,6,282.7,1696.2,Tuesday,False,1,Winter,2022,1
2022-01-04,4924,Lycomerve Capsule,Supplement,16,35.96,575.36,Tuesday,False,1,Winter,2022,1
2022-01-04,11535,Zyncet Tablet,Antihistamine,34,499.82,16993.88,Tuesday,False,1,Winter,2022,1
2022-01-04,1465,Dezlorid 5mg Tablet,Antihistamine,6,149.64,897.84,Tuesday,False,1,Winter,2022,1
2022-01-04,8606,Rabifast-XL Capsule PR,Respiratory,45,40.41,1818.45,Tuesday,False,1,Winter,2022,1
2022-01-04,3680,Imograf Forte Ointment,Dermatological,8,142.87,1142.96,Tuesday,False,1,Winter,2022,1
2022-01-04,3981,Jubira 10 Tablet,Cardiovascular,20,45.66,913.2,Tuesday,False,1,Winter,2022,1
2022-01-04,3996,Jonac Gel,Analgesic,12,103.4,1240.8,Tuesday,False,1,Winter,2022,1
2022-01-04,5099,Montek LC Tablet,Antipyretic,9,148.73,1338.57,Tuesday,False,1,Winter,2022,1
2022-01-04,4914,Lulilok Cream,Antibiotic,30,235.71,7071.3,Tuesday,False,1,Winter,2022,1
2022-01-04,2392,Eticort 30 Tablet,Anti-inflammatory,10,377.74,3777.4,Tuesday,False,1,Winter,2022,1
2022-01-04,11792,Zeemont 5mg/10mg Tablet,Antipyretic,35,265.91,9306.85,Tuesday,False,1,Winter,2022,1
2022-01-04,903,Anoscha Forte Tablet,Anti-inflammatory,10,34.2,342.0,Tuesday,False,1,Winter,2022,1
2022-01-04,6281,Nuroday Tablet ER,Supplement,17,343.54,5840.18,Tuesday,False,1,Winter,2022,1
2022-01-04,8463,Rejunuron Plus Injection,Supplement,11,372.9,4101.9,Tuesday,False,1,Winter,2022,1
2022-01-04,2749,Galvus Met 50mg/500mg Tablet,Antidiabetic,14,435.82,6101.48,Tuesday,False,1,Winter,2022,1
2022-01-04,8322,Respicure-D Syrup,Respiratory,30,381.06,11431.8,Tuesday,False,1,Winter,2022,1
2022-01-04,8295,Rekool 20 Tablet,Respiratory,37,111.5,4125.5,Tuesday,False,1,Winter,2022,1
2022-01-04,2802,Gutclear Syrup,Gastrointestinal,4,498.91,1995.64,Tuesday,False,1,Winter,2022,1
2022-01-04,3372,Hifenac Tablet,Analgesic,18,175.68,3162.24,Tuesday,False,1,Winter,2022,1
2022-01-05,7554,Pradaxa 110mg Capsule,Other,8,404.17,3233.36,Wednesday,False,1,Winter,2022,1
2022-01-05,387,AZR Tablet,Anti-inflammatory,34,448.04,15233.36,Wednesday,False,1,Winter,2022,1
2022-01-05,5455,Melbild Solution,Other,29,206.15,5978.35,Wednesday,False,1,Winter,2022,1
2022-01-05,6456,New Ventiphylline PD 1.5 mg/50 mg/0.5 mg Syrup,Respiratory,50,242.98,12149.0,Wednesday,False,1,Winter,2022,1
2022-01-05,10841,Veloz 20 Tablet,Respiratory,64,112.31,7187.84,Wednesday,False,1,Winter,2022,1
2022-01-05,11547,Zimigut 400 Tablet,Gastrointestinal,13,147.84,1921.92,Wednesday,False,1,Winter,2022,1
2022-01-05,9328,Sucral Kid Oral Suspension,Gastrointestinal,25,438.33,10958.25,Wednesday,False,1,Winter,2022,1
2022-01-05,2363,Eglucent Kwikpen,Antidiabetic,21,171.39,3599.19,Wednesday,False,1,Winter,2022,1
2022-01-05,4749,Livolexin Suspension,Supplement,23,252.29,5802.67,Wednesday,False,1,Winter,2022,1
2022-01-05,4635,Loy D3 Capsule,Supplement,13,462.47,6012.11,Wednesday,False,1,Winter,2022,1
2022-01-05,3485,HH Sone Cream,Dermatological,14,498.59,6980.26,Wednesday,False,1,Winter,2022,1
2022-01-05,10994,Vogs-GM 2/0.3 Tablet SR,Antidiabetic,11,60.3,663.3,Wednesday,False,1,Winter,2022,1
2022-01-05,5700,Mesalo Foam,Gastrointestinal,12,144.23,1730.76,Wednesday,False,1,Winter,2022,1
2022-01-05,2740,Glycomet-GP 1 Tablet PR,Antidiabetic,8,46.46,371.68,Wednesday,False,1,Winter,2022,1
2022-01-05,11749,Zymurine Tablet,Anti-inflammatory,9,297.32,2675.88,Wednesday,False,1,Winter,2022,1
2022-01-05,1009,Alphadol 1mcg Soft Gelatin Capsule,Supplement,25,450.49,11262.25,Wednesday,False,1,Winter,2022,1
2022-01-05,5572,Methimez 5 Tablet,Other,21,288.75,6063.75,Wednesday,False,1,Winter,2022,1
2022-01-05,9534,SGK Cream,Antibiotic,34,337.24,11466.16,Wednesday,False,1,Winter,2022,1
2022-01-05,3401,Humalog Mix 25 100IU/ml Cartridge,Antidiabetic,12,232.43,2789.16,Wednesday,False,1,Winter,2022,1
2022-01-05,6616,Nexsart 40 Tablet,Cardiovascular,14,317.75,4448.5,Wednesday,False,1,Winter,2022,1
2022-01-05,9406,Sentim-SF Toothpaste,Anti-inflammatory,16,324.22,5187.52,Wednesday,False,1,Winter,2022,1
2022-01-05,3937,Itgo-O2 Tablet,Antibiotic,29,316.13,9167.77,Wednesday,False,1,Winter,2022,1
2022-01-05,5487,Metrogyl Compound Plus  Tablet,Gastrointestinal,15,241.48,3622.2,Wednesday,False,1,Winter,2022,1
2022-01-05,9528,Soronil 0.005% Ointment,Dermatological,18,320.59,5770.62,Wednesday,False,1,Winter,2022,1
2022-01-05,6189,Nadibact Cream,Antibiotic,16,427.07,6833.12,Wednesday,False,1,Winter,2022,1
2022-01-05,3535,Hydroeyes HS Eye Drop,Ophthalmic,30,188.42,5652.6,Wednesday,False,1,Winter,2022,1
2022-01-05,7231,Odicon- K Lotion,Antibiotic,42,231.68,9730.56,Wednesday,False,1,Winter,2022,1
2022-01-05,3475,Hylu Fresh Eye Drop,Ophthalmic,16,409.74,6555.84,Wednesday,False,1,Winter,2022,1
2022-01-05,3174,Galop 5 Tablet,Other,10,271.7,2717.0,Wednesday,False,1,Winter,2022,1
2022-01-05,4229,Kneox Tablet,Anti-inflammatory,19,46.67,886.73,Wednesday,False,1,Winter,2022,1
2022-01-05,8787,Raciper-L Capsule PR,Respiratory,44,86.46,3804.24,Wednesday,False,1,Winter,2022,1
2022-01-05,11272,Wytrol Capsule,Supplement,22,61.15,1345.3,Wednesday,False,1,Winter,2022,1
2022-01-05,4835,Lamez OD 50  Tablet SR,Other,7,334.28,2339.96,Wednesday,False,1,Winter,2022,1
2022-01-05,4347,Lefno 10 Tablet,Anti-inflammatory,11,408.2,4490.2,Wednesday,False,1,Winter,2022,1
2022-01-05,1622,Diabend-MR 30 Tablet,Antidiabetic,26,207.53,5395.78,Wednesday,False,1,Winter,2022,1
2022-01-06,2716,Fluguard 400 Tablet,Antiviral,9,156.63,1409.67,Thursday,False,1,Winter,2022,1
2022-01-06,11625,Zimigut 200 Tablet,Gastrointestinal,32,146.4,4684.8,Thursday,False,1,Winter,2022,1
2022-01-06,8939,Secnil Forte Tablet,Antibiotic,15,412.05,6180.75,Thursday,False,1,Winter,2022,1
2022-01-06,7377,Placentrex Injection,Anti-inflammatory,11,307.45,3381.95,Thursday,False,1,Winter,2022,1
2022-01-06,11514,Zyrtec Tablet,Antihistamine,8,11.46,91.68,Thursday,False,1,Winter,2022,1
2022-01-06,8190,Relent Plus Syrup,Respiratory,48,163.17,7832.16,Thursday,False,1,Winter,2022,1
2022-01-06,6619,Natrilam 10 Tablet SR,Cardiovascular,30,105.9,3177.0,Thursday,False,1,Winter,2022,1
2022-01-06,5094,L-Bakterie OZ Oral Suspension,Gastrointestinal,6,75.51,453.06,Thursday,False,1,Winter,2022,1
2022-01-06,5277,Mefkind Forte Suspension,Analgesic,37,248.86,9207.82,Thursday,False,1,Winter,2022,1
2022-01-06,2352,Easyaid 1 Tablet PR,Antidiabetic,8,149.04,1192.32,Thursday,False,1,Winter,2022,1
2022-01-06,433,Aprezo 20 Tablet,Dermatological,17,314.08,5339.36,Thursday,False,1,Winter,2022,1
2022-01-06,945,Argifizz 1500mg Tablet,Supplement,16,28.42,454.72,Thursday,False,1,Winter,2022,1
2022-01-06,8043,Panstal Plus 10000 Capsule DR,Other,8,480.03,3840.24,Thursday,False,1,Winter,2022,1
2022-01-06,5845,Mesacol CR 500mg Tablet,Gastrointestinal,22,38.97,857.34,Thursday,False,1,Winter,2022,1
2022-01-06,8767,Romilast 4mg Tablet,Other,7,114.03,798.21,Thursday,False,1,Winter,2022,1
2022-01-06,6111,Multipro LC Soft Gelatin Capsule,Supplement,17,240.51,4088.67,Thursday,False,1,Winter,2022,1
2022-01-06,4906,Luby Eye Drop,Ophthalmic,21,187.06,3928.26,Thursday,False,1,Winter,2022,1
2022-01-06,2238,Evopin 400 Capsule,Supplement,24,73.11,1754.64,Thursday,False,1,Winter,2022,1
2022-01-06,3359,Histafree 120 Tablet,Antihistamine,14,289.95,4059.3,Thursday,False,1,Winter,2022,1
2022-01-06,3851,Iladac L Capsule PR,Gastrointestinal,34,195.57,6649.38,Thursday,False,1,Winter,2022,1
2022-01-06,5674,Misty Fresh Eye Drop,Ophthalmic,6,290.12,1740.72,Thursday,False,1,Winter,2022,1
2022-01-06,7748,Protera-L Capsule SR,Respiratory,35,424.04,14841.4,Thursday,False,1,Winter,2022,1
2022-01-06,5452,Metolar XR 12.5 Capsule,Analgesic,31,149.57,4636.67,Thursday,False,1,Winter,2022,1
2022-01-06,2464,Fabiflu 400 Tablet,Antiviral,20,429.7,8594.0,Thursday,False,1,Winter,2022,1
2022-01-06,9614,Telekast-L Tablet,Antipyretic,46,270.95,12463.7,Thursday,False,1,Winter,2022,1
2022-01-06,9324,Spafast D 2mg/37.5mg Injection,Analgesic,6,394.73,2368.38,Thursday,False,1,Winter,2022,1
2022-01-06,27,Andre I-Kul Eye Drop,Antihistamine,10,396.83,3968.3,Thursday,False,1,Winter,2022,1
2022-01-06,4893,Lactigol Granules,Gastrointestinal,12,226.83,2721.96,Thursday,False,1,Winter,2022,1
2022-01-06,1762,Eyemist Eye Drop,Ophthalmic,16,345.8,5532.8,Thursday,False,1,Winter,2022,1
2022-01-06,2849,Gaspaz DS Capsule,Respiratory,41,465.14,19070.74,Thursday,False,1,Winter,2022,1
2022-01-06,6281,Nuroday Tablet ER,Supplement,7,343.54,2404.78,Thursday,False,1,Winter,2022,1
2022-01-06,5700,Mesalo Foam,Gastrointestinal,16,144.23,2307.68,Thursday,False,1,Winter,2022,1
2022-01-06,10054,Topcort Cream,Dermatological,14,40.02,560.28,Thursday,False,1,Winter,2022,1
2022-01-06,738,Apraize 20 Tablet,Dermatological,8,277.82,2222.56,Thursday,False,1,Winter,2022,1
2022-01-06,6247,Nexpro RD 20 Capsule SR,Respiratory,52,203.84,10599.68,Thursday,False,1,Winter,2022,1
2022-01-06,1469,Dosetil Lotion,Dermatological,18,382.34,6882.12,Thursday,False,1,Winter,2022,1
2022-01-06,4267,Lariago-DS Tablet,Other,2,19.39,38.78,Thursday,False,1,Winter,2022,1
2022-01-06,3338,Genericart Glimepiride+Metformin Hydrochloride 4mg/1000mg Tablet PR,Antidiabetic,16,135.22,2163.52,Thursday,False,1,Winter,2022,1
2022-01-06,145,Asthalin 4 Tablet,Respiratory,36,425.08,15302.88,Thursday,False,1,Winter,2022,1
2022-01-07,6985,Ozotel-AMH Tablet,Cardiovascular,11,383.05,4213.55,Friday,False,1,Winter,2022,1
2022-01-07,4461,Lazine M Tablet,Antipyretic,29,133.34,3866.86,Friday,False,1,Winter,2022,1
2022-01-07,2658,FM 1 Eye Drop,Ophthalmic,30,436.63,13098.9,Friday,False,1,Winter,2022,1
2022-01-07,6342,Newtel-H 40 Tablet,Cardiovascular,20,225.61,4512.2,Friday,False,1,Winter,2022,1
2022-01-07,1494,Ducira Gel,Ophthalmic,17,6.28,106.76,Friday,False,1,Winter,2022,1
2022-01-07,6019,Muscobon Tablet,Supplement,27,441.77,11927.79,Friday,False,1,Winter,2022,1
2022-01-07,9534,SGK Cream,Antibiotic,18,337.24,6070.32,Friday,False,1,Winter,2022,1
2022-01-07,3552,Hilin 50 Capsule,Anti-inflammatory,9,283.26,2549.34,Friday,False,1,Winter,2022,1
2022-01-07,3401,Humalog Mix 25 100IU/ml Cartridge,Antidiabetic,26,232.43,6043.18,Friday,False,1,Winter,2022,1
2022-01-07,6747,Nexsart 80 Tablet,Cardiovascular,1,63.88,63.88,Friday,False,1,Winter,2022,1
2022-01-07,1762,Eyemist Eye Drop,Ophthalmic,15,345.8,5187.0,Friday,False,1,Winter,2022,1
2022-01-07,6619,Natrilam 10 Tablet SR,Cardiovascular,25,105.9,2647.5,Friday,False,1,Winter,2022,1
2022-01-07,2594,Flexilor 8 Tablet,Analgesic,29,48.55,1407.95,Friday,False,1,Winter,2022,1
2022-01-07,1698,Duopil-HS 2/850 Tablet PR,Antidiabetic,21,104.42,2192.82,Friday,False,1,Winter,2022,1
2022-01-07,7875,Persinal 75IU Injection,Other,15,300.22,4503.3,Friday,False,1,Winter,2022,1
2022-01-07,5179,Medrol 8mg Tablet,Antihistamine,26,102.92,2675.92,Friday,False,1,Winter,2022,1
2022-01-07,4774,Lotesol 5 Eye Drop,Ophthalmic,5,269.26,1346.3,Friday,False,1,Winter,2022,1
2022-01-07,2054,Eflo Eye Drop,Ophthalmic,21,273.38,5740.98,Friday,False,1,Winter,2022,1
2022-01-07,1884,Elosone Cream,Dermatological,7,234.25,1639.75,Friday,False,1,Winter,2022,1
2022-01-07,2282,Ethislone 16mg Tablet,Antihistamine,28,414.44,11604.32,Friday,False,1,Winter,2022,1
2022-01-07,6932,Olymprix M 500 Tablet ER,Antidiabetic,25,15.0,375.0,Friday,False,1,Winter,2022,1
2022-01-07,11169,Vidglit-M Tablet SR,Antidiabetic,12,410.87,4930.44,Friday,False,1,Winter,2022,1
2022-01-07,657,Auradex 4mg Tablet,Anti-inflammatory,23,238.33,5481.59,Friday,False,1,Winter,2022,1
2022-01-07,9459,Sucralrose Suspension Orange Sugar Free,Cardiovascular,10,89.31,893.1,Friday,False,1,Winter,2022,1
2022-01-07,11715,Zelgra 180 Tablet,Antihistamine,15,350.11,5251.65,Friday,False,1,Winter,2022,1
2022-01-07,3937,Itgo-O2 Tablet,Antibiotic,16,316.13,5058.08,Friday,False,1,Winter,2022,1
2022-01-07,4350,Lycor 1% Cream,Antihistamine,39,391.54,15270.06,Friday,False,1,Winter,2022,1
2022-01-07,3965,Jectocos Plus Injection 1.5ml,Supplement,15,112.21,1683.15,Friday,False,1,Winter,2022,1
2022-01-07,4737,Lubrinac  Eye Drop,Ophthalmic,7,479.09,3353.63,Friday,False,1,Winter,2022,1
2022-01-07,6687,Neosoralen Lotion,Dermatological,13,218.69,2842.97,Friday,False,1,Winter,2022,1
2022-01-07,2748,Ganaton Total Capsule SR,Respiratory,65,244.93,15920.45,Friday,False,1,Winter,2022,1
2022-01-07,5906,Macfast 125 Oral Suspension,Analgesic,32,159.59,5106.88,Friday,False,1,Winter,2022,1
2022-01-07,364,Aginal-AT Tablet,Cardiovascular,23,312.1,7178.3,Friday,False,1,Winter,2022,1
2022-01-07,9674,Tricaine Mps Gel Cardamom Sugar Free,Gastrointestinal,25,72.33,1808.25,Friday,False,1,Winter,2022,1
