Date,Medicine_ID,Medicine_Name,Category,Quantity_Sold,Price,Total_Amount,Day_of_Week,Is_Weekend,Month,Season_x,Year,Week_of_Year,Temperature_Min,Temperature_Max,Temperature_Avg,Humidity,Rainfall,Season_y,Sales_Lag_7,Sales_Lag_14,Sales_Lag_30,Rolling_Avg_7,Rolling_Avg_14,Rolling_Avg_30,Growth_Rate_7
2024-04-30,20,Allegra 180mg Tablet,Antihistamine,15,411.91,6178.65,Tuesday,False,4,Summer,2024,18,27.6,37.0,32.3,41.3,0.0,Summer,15.0,10.0,8.0,13.285714285714286,12.857142857142858,15.366666666666667,0.0
2024-05-11,20,Allegra 180mg Tablet,Antihistamine,15,411.91,6178.65,Saturday,True,5,Summer,2024,19,30.1,38.0,34.1,43.8,1.0,Summer,9.0,8.0,10.0,14.142857142857142,13.357142857142858,15.533333333333333,0.6
2024-05-12,20,Allegra 180mg Tablet,Antihistamine,1,411.91,411.91,Sunday,True,5,Summer,2024,19,27.2,44.1,35.6,44.9,0.0,Summer,13.0,8.0,15.0,12.428571428571429,12.857142857142858,15.066666666666666,-0.8571428571428571
2024-05-20,20,Allegra 180mg Tablet,Antihistamine,30,411.91,12357.3,Monday,False,5,Summer,2024,21,29.8,39.8,34.8,42.3,9.8,Summer,6.0,18.0,1.0,15.857142857142858,13.714285714285714,16.033333333333335,3.4285714285714284
2024-08-12,20,Allegra 180mg Tablet,Antihistamine,7,411.91,2883.37,Monday,False,8,Monsoon,2024,33,23.0,34.2,28.6,81.3,61.3,Monsoon,25.0,8.0,27.0,13.285714285714286,13.642857142857142,15.366666666666667,-0.6923076923076923
2024-08-26,20,Allegra 180mg Tablet,Antihistamine,10,411.91,4119.1,Monday,False,8,Monsoon,2024,35,24.7,33.3,29.0,72.5,127.8,Monsoon,8.0,10.0,25.0,13.571428571428571,13.642857142857142,14.866666666666667,0.2222222222222222
2024-09-04,20,Allegra 180mg Tablet,Antihistamine,18,411.91,7414.38,Wednesday,False,9,Monsoon,2024,36,24.7,31.7,28.2,89.2,0.0,Monsoon,17.0,20.0,28.0,13.714285714285714,13.5,14.533333333333333,0.05555555555555555
2024-09-14,20,Allegra 180mg Tablet,Antihistamine,22,411.91,9062.02,Saturday,True,9,Monsoon,2024,37,23.4,31.8,27.6,86.5,9.5,Monsoon,15.0,15.0,29.0,14.714285714285714,14.0,14.3,0.4375
2024-09-23,20,Allegra 180mg Tablet,Antihistamine,7,411.91,2883.37,Monday,False,9,Monsoon,2024,39,22.7,28.3,25.5,72.4,54.6,Monsoon,15.0,9.0,29.0,13.571428571428571,13.857142857142858,13.566666666666666,-0.5
2024-10-09,20,Allegra 180mg Tablet,Antihistamine,26,411.91,10709.66,Wednesday,False,10,Spring,2024,41,18.7,32.5,25.6,60.3,0.0,Spring,1.0,13.0,35.0,17.142857142857142,14.785714285714286,13.266666666666667,12.5
2024-10-11,20,Allegra 180mg Tablet,Antihistamine,12,411.91,4942.92,Friday,False,10,Spring,2024,41,20.8,30.5,25.6,68.2,0.0,Spring,30.0,6.0,8.0,14.571428571428571,15.214285714285714,13.4,-0.5806451612903226
2024-11-14,20,Allegra 180mg Tablet,Antihistamine,16,411.91,6590.56,Thursday,False,11,Spring,2024,46,18.7,34.8,26.7,71.2,0.0,Spring,7.0,25.0,9.0,15.857142857142858,14.571428571428571,13.633333333333333,1.125
2024-11-30,20,Allegra 180mg Tablet,Antihistamine,12,411.91,4942.92,Saturday,True,11,Spring,2024,48,22.5,32.7,27.6,71.3,0.0,Spring,10.0,8.0,16.0,16.142857142857142,14.857142857142858,13.5,0.18181818181818182
2024-12-22,20,Allegra 180mg Tablet,Antihistamine,17,411.91,7002.47,Sunday,True,12,Winter,2024,51,12.2,27.3,19.8,55.7,0.0,Winter,18.0,17.0,15.0,16.0,14.857142857142858,13.566666666666666,-0.05263157894736842
2023-02-12,150,Ambrodil-Plus RF Syrup,Respiratory,10,418.32,4183.2,Sunday,True,2,Winter,2023,6,14.1,26.7,20.4,51.0,0.0,Winter,22.0,35.0,63.0,23.0,23.428571428571427,21.533333333333335,-0.5217391304347826
2023-04-29,150,Ambrodil-Plus RF Syrup,Respiratory,6,418.32,2509.92,Saturday,True,4,Summer,2023,17,29.7,36.6,33.2,36.8,0.0,Summer,28.0,6.0,17.0,19.857142857142858,23.428571428571427,21.166666666666668,-0.7586206896551724
2023-05-10,150,Ambrodil-Plus RF Syrup,Respiratory,16,418.32,6693.12,Wednesday,False,5,Summer,2023,19,25.1,39.7,32.4,48.8,0.0,Summer,6.0,25.0,38.0,21.285714285714285,22.785714285714285,20.433333333333334,1.4285714285714286
2023-05-31,150,Ambrodil-Plus RF Syrup,Respiratory,10,418.32,4183.2,Wednesday,False,5,Summer,2023,22,28.0,44.7,36.3,38.5,0.0,Summer,30.0,51.0,23.0,18.428571428571427,19.857142857142858,20.0,-0.6451612903225806
2023-06-02,150,Ambrodil-Plus RF Syrup,Respiratory,10,418.32,4183.2,Friday,False,6,Monsoon,2023,22,22.9,30.9,26.9,86.8,34.4,Monsoon,23.0,18.0,55.0,16.571428571428573,19.285714285714285,18.5,-0.5416666666666666
2023-06-25,150,Ambrodil-Plus RF Syrup,Respiratory,13,418.32,5438.16,Sunday,True,6,Monsoon,2023,25,27.3,33.8,30.6,78.6,92.3,Monsoon,13.0,23.0,27.0,16.571428571428573,18.571428571428573,18.033333333333335,0.0
2023-06-26,150,Ambrodil-Plus RF Syrup,Respiratory,26,418.32,10876.32,Monday,False,6,Monsoon,2023,26,24.4,31.7,28.1,93.0,91.5,Monsoon,51.0,22.0,14.0,13.0,18.857142857142858,18.433333333333334,-0.4807692307692308
2023-07-08,150,Ambrodil-Plus RF Syrup,Respiratory,26,418.32,10876.32,Saturday,True,7,Monsoon,2023,27,27.3,30.9,29.1,78.7,0.0,Monsoon,10.0,22.0,7.0,15.285714285714286,19.142857142857142,19.066666666666666,1.4545454545454546
2023-07-10,150,Ambrodil-Plus RF Syrup,Respiratory,41,418.32,17151.12,Monday,False,7,Monsoon,2023,28,23.8,32.4,28.1,72.1,4.3,Monsoon,6.0,28.0,1.0,20.285714285714285,20.071428571428573,20.4,5.0
2023-07-20,150,Ambrodil-Plus RF Syrup,Respiratory,42,418.32,17569.44,Thursday,False,7,Monsoon,2023,29,23.7,28.2,25.9,85.6,90.4,Monsoon,16.0,6.0,12.0,24.0,22.642857142857142,21.4,1.5294117647058822
2023-09-01,150,Ambrodil-Plus RF Syrup,Respiratory,58,418.32,24262.56,Friday,False,9,Monsoon,2023,35,26.4,29.3,27.8,91.7,30.1,Monsoon,10.0,30.0,6.0,30.857142857142858,24.642857142857142,23.133333333333333,4.363636363636363
2023-09-07,150,Ambrodil-Plus RF Syrup,Respiratory,33,418.32,13804.56,Thursday,False,9,Monsoon,2023,36,26.3,34.7,30.5,85.4,103.7,Monsoon,10.0,23.0,1.0,34.142857142857146,25.357142857142858,24.2,2.090909090909091
2023-10-09,150,Ambrodil-Plus RF Syrup,Respiratory,12,418.32,5019.84,Monday,False,10,Spring,2023,41,20.3,31.3,25.8,68.1,0.0,Spring,13.0,13.0,12.0,34.0,25.285714285714285,24.2,-0.07142857142857142
2023-11-24,150,Ambrodil-Plus RF Syrup,Respiratory,32,418.32,13386.24,Friday,False,11,Spring,2023,47,21.0,30.1,25.6,63.0,0.0,Spring,26.0,51.0,16.0,34.857142857142854,23.928571428571427,24.733333333333334,0.2222222222222222
2023-12-09,150,Ambrodil-Plus RF Syrup,Respiratory,8,418.32,3346.56,Saturday,True,12,Winter,2023,49,13.5,23.2,18.3,52.0,0.0,Winter,26.0,10.0,10.0,32.285714285714285,23.785714285714285,24.666666666666668,-0.6666666666666666
2023-12-11,150,Ambrodil-Plus RF Syrup,Respiratory,36,418.32,15059.52,Monday,False,12,Winter,2023,50,13.8,27.1,20.5,65.4,0.0,Winter,41.0,6.0,44.0,31.571428571428573,25.928571428571427,24.4,-0.11904761904761904
2024-01-19,150,Ambrodil-Plus RF Syrup,Respiratory,28,418.32,11712.96,Friday,False,1,Winter,2024,3,16.5,29.4,22.9,63.8,0.0,Winter,42.0,16.0,35.0,29.571428571428573,26.785714285714285,24.166666666666668,-0.32558139534883723
2024-01-30,150,Ambrodil-Plus RF Syrup,Respiratory,14,418.32,5856.48,Tuesday,False,1,Winter,2024,5,15.0,26.2,20.6,67.0,0.0,Winter,58.0,10.0,6.0,23.285714285714285,27.071428571428573,24.433333333333334,-0.7457627118644068
2024-02-02,150,Ambrodil-Plus RF Syrup,Respiratory,43,418.32,17987.76,Friday,False,2,Winter,2024,5,13.2,23.9,18.6,54.5,0.0,Winter,33.0,10.0,25.0,24.714285714285715,29.428571428571427,25.033333333333335,0.29411764705882354
2024-02-20,150,Ambrodil-Plus RF Syrup,Respiratory,47,418.32,19661.04,Tuesday,False,2,Winter,2024,8,16.5,29.8,23.1,54.4,0.0,Winter,12.0,13.0,51.0,29.714285714285715,31.857142857142858,24.9,2.6923076923076925
2024-03-03,150,Ambrodil-Plus RF Syrup,Respiratory,3,418.32,1254.96,Sunday,True,3,Summer,2024,9,30.8,38.5,34.6,46.4,0.0,Summer,32.0,26.0,18.0,25.571428571428573,30.214285714285715,24.4,-0.8787878787878788
2024-03-08,150,Ambrodil-Plus RF Syrup,Respiratory,14,418.32,5856.48,Friday,False,3,Summer,2024,10,25.4,37.9,31.6,32.5,0.0,Summer,8.0,26.0,23.0,26.428571428571427,29.357142857142858,24.1,0.6666666666666666
2024-04-08,150,Ambrodil-Plus RF Syrup,Respiratory,9,418.32,3764.88,Monday,False,4,Summer,2024,15,25.7,42.7,34.2,43.8,0.0,Summer,36.0,41.0,22.0,22.571428571428573,27.071428571428573,23.666666666666668,-0.7297297297297297
2024-04-21,150,Ambrodil-Plus RF Syrup,Respiratory,10,418.32,4183.2,Sunday,True,4,Summer,2024,16,27.7,40.6,34.1,47.1,0.0,Summer,28.0,42.0,22.0,20.0,24.785714285714285,23.266666666666666,-0.6206896551724138
2024-05-13,150,Ambrodil-Plus RF Syrup,Respiratory,9,418.32,3764.88,Monday,False,5,Summer,2024,20,26.4,40.0,33.2,48.4,9.5,Summer,14.0,58.0,28.0,19.285714285714285,21.285714285714285,22.633333333333333,-0.3333333333333333
2024-06-24,150,Ambrodil-Plus RF Syrup,Respiratory,34,418.32,14222.88,Monday,False,6,Monsoon,2024,26,26.3,28.2,27.2,87.6,0.0,Monsoon,43.0,33.0,6.0,18.0,21.357142857142858,23.566666666666666,-0.20454545454545456
2024-07-10,150,Ambrodil-Plus RF Syrup,Respiratory,6,418.32,2509.92,Wednesday,False,7,Monsoon,2024,28,25.9,33.7,29.8,85.8,0.0,Monsoon,47.0,12.0,30.0,12.142857142857142,20.928571428571427,22.766666666666666,-0.8541666666666666
2024-07-13,150,Ambrodil-Plus RF Syrup,Respiratory,8,418.32,3346.56,Saturday,True,7,Monsoon,2024,28,25.9,28.1,27.0,71.1,132.4,Monsoon,3.0,32.0,23.0,12.857142857142858,19.214285714285715,22.266666666666666,1.25
2024-07-15,150,Ambrodil-Plus RF Syrup,Respiratory,28,418.32,11712.96,Monday,False,7,Monsoon,2024,29,22.5,28.6,25.5,92.4,0.0,Monsoon,14.0,8.0,13.0,14.857142857142858,20.642857142857142,22.766666666666666,0.9333333333333333
2024-07-21,150,Ambrodil-Plus RF Syrup,Respiratory,22,418.32,9203.04,Sunday,True,7,Monsoon,2024,29,26.0,28.2,27.1,84.9,0.0,Monsoon,9.0,36.0,51.0,16.714285714285715,19.642857142857142,21.8,1.3
2024-08-01,150,Ambrodil-Plus RF Syrup,Respiratory,32,418.32,13386.24,Thursday,False,8,Monsoon,2024,31,26.5,33.3,29.9,78.9,37.7,Monsoon,10.0,28.0,10.0,19.857142857142858,19.928571428571427,22.533333333333335,2.0
2024-08-04,150,Ambrodil-Plus RF Syrup,Respiratory,27,418.32,11294.64,Sunday,True,8,Monsoon,2024,31,26.2,29.8,28.0,75.4,54.4,Monsoon,9.0,14.0,6.0,22.428571428571427,20.857142857142858,23.233333333333334,1.8
2024-08-16,150,Ambrodil-Plus RF Syrup,Respiratory,24,418.32,10039.68,Friday,False,8,Monsoon,2024,33,23.1,32.3,27.7,83.6,123.2,Monsoon,34.0,43.0,16.0,21.0,19.5,23.5,-0.2857142857142857
2024-09-04,150,Ambrodil-Plus RF Syrup,Respiratory,49,418.32,20497.68,Wednesday,False,9,Monsoon,2024,36,24.7,31.7,28.2,89.2,0.0,Monsoon,6.0,47.0,10.0,27.142857142857142,19.642857142857142,24.8,6.142857142857143
2024-09-05,150,Ambrodil-Plus RF Syrup,Respiratory,20,418.32,8366.4,Thursday,False,9,Monsoon,2024,36,22.3,34.9,28.6,86.0,0.0,Monsoon,8.0,3.0,10.0,28.857142857142858,20.857142857142858,25.133333333333333,1.3333333333333333
2024-10-14,150,Ambrodil-Plus RF Syrup,Respiratory,3,418.32,1254.96,Monday,False,10,Spring,2024,42,24.5,32.4,28.4,70.8,0.0,Spring,28.0,14.0,13.0,25.285714285714285,20.071428571428573,24.8,-0.8620689655172413
2024-10-17,150,Ambrodil-Plus RF Syrup,Respiratory,15,418.32,6274.8,Thursday,False,10,Spring,2024,42,23.7,30.5,27.1,61.4,0.0,Spring,22.0,9.0,26.0,24.285714285714285,20.5,24.433333333333334,-0.30434782608695654
2024-11-21,150,Ambrodil-Plus RF Syrup,Respiratory,29,418.32,12131.28,Thursday,False,11,Spring,2024,47,24.5,34.9,29.7,57.8,0.0,Spring,32.0,10.0,26.0,23.857142857142858,21.857142857142858,24.533333333333335,-0.09090909090909091
2023-04-10,237,Aquim PF Eye Drop,Ophthalmic,12,104.28,1251.36,Monday,False,4,Summer,2023,15,28.3,39.6,33.9,39.2,0.0,Summer,10.0,12.0,10.0,15.428571428571429,14.357142857142858,14.5,0.18181818181818182
2023-05-23,237,Aquim PF Eye Drop,Ophthalmic,9,104.28,938.52,Tuesday,False,5,Summer,2023,21,29.7,37.9,33.8,46.9,0.0,Summer,23.0,7.0,2.0,13.428571428571429,14.5,14.733333333333333,-0.5833333333333334
2023-05-31,237,Aquim PF Eye Drop,Ophthalmic,24,104.28,2502.72,Wednesday,False,5,Summer,2023,22,28.0,44.7,36.3,38.5,0.0,Summer,14.0,23.0,13.0,14.857142857142858,14.571428571428571,15.1,0.6666666666666666
2023-06-06,237,Aquim PF Eye Drop,Ophthalmic,18,104.28,1877.04,Tuesday,False,6,Monsoon,2023,23,24.4,33.2,28.8,73.8,0.0,Monsoon,17.0,15.0,5.0,15.0,14.785714285714286,15.533333333333333,0.05555555555555555
2023-07-25,237,Aquim PF Eye Drop,Ophthalmic,30,104.28,3128.4,Tuesday,False,7,Monsoon,2023,30,22.8,32.9,27.9,88.8,78.4,Monsoon,11.0,8.0,30.0,17.714285714285715,16.357142857142858,15.533333333333333,1.5833333333333333
2023-07-30,237,Aquim PF Eye Drop,Ophthalmic,4,104.28,417.12,Sunday,True,7,Monsoon,2023,30,22.4,28.5,25.5,94.3,120.3,Monsoon,8.0,18.0,8.0,17.142857142857142,15.357142857142858,15.4,-0.4444444444444444
2023-08-08,237,Aquim PF Eye Drop,Ophthalmic,12,104.28,1251.36,Tuesday,False,8,Monsoon,2023,32,23.4,32.7,28.0,80.1,25.8,Monsoon,23.0,12.0,10.0,15.571428571428571,15.357142857142858,15.466666666666667,-0.4583333333333333
2023-08-11,237,Aquim PF Eye Drop,Ophthalmic,19,104.28,1981.32,Friday,False,8,Monsoon,2023,32,24.9,31.1,28.0,79.1,92.9,Monsoon,12.0,10.0,19.0,16.571428571428573,16.0,15.466666666666667,0.5384615384615384
2023-09-22,237,Aquim PF Eye Drop,Ophthalmic,14,104.28,1459.92,Friday,False,9,Monsoon,2023,38,22.7,32.1,27.4,82.1,0.0,Monsoon,9.0,23.0,17.0,17.285714285714285,15.357142857142858,15.366666666666667,0.5
2023-10-14,237,Aquim PF Eye Drop,Ophthalmic,14,104.28,1459.92,Saturday,True,10,Spring,2023,41,18.3,31.0,24.7,61.9,0.0,Spring,24.0,14.0,18.0,15.857142857142858,15.357142857142858,15.233333333333333,-0.4
2023-10-18,237,Aquim PF Eye Drop,Ophthalmic,23,104.28,2398.44,Wednesday,False,10,Spring,2023,42,21.2,33.2,27.2,73.2,16.7,Spring,18.0,17.0,18.0,16.571428571428573,15.785714285714286,15.4,0.2631578947368421
2023-12-03,237,Aquim PF Eye Drop,Ophthalmic,11,104.28,1147.08,Sunday,True,12,Winter,2023,48,16.2,29.1,22.7,61.8,0.0,Winter,30.0,11.0,15.0,13.857142857142858,15.785714285714286,15.266666666666667,-0.6129032258064516
2023-12-12,237,Aquim PF Eye Drop,Ophthalmic,11,104.28,1147.08,Tuesday,False,12,Winter,2023,50,10.2,28.3,19.2,54.0,0.0,Winter,4.0,8.0,20.0,14.857142857142858,16.0,14.966666666666667,1.4
2023-12-31,237,Aquim PF Eye Drop,Ophthalmic,10,104.28,1042.8,Sunday,True,12,Winter,2023,52,15.2,28.3,21.8,51.1,0.0,Winter,12.0,23.0,19.0,14.571428571428571,15.071428571428571,14.666666666666666,-0.15384615384615385
2024-01-15,237,Aquim PF Eye Drop,Ophthalmic,27,104.28,2815.56,Monday,False,1,Winter,2024,3,16.6,24.1,20.3,69.5,0.0,Winter,19.0,12.0,21.0,15.714285714285714,16.142857142857142,14.866666666666667,0.4
2024-01-18,237,Aquim PF Eye Drop,Ophthalmic,24,104.28,2502.72,Thursday,False,1,Winter,2024,3,14.9,23.7,19.3,62.3,0.0,Winter,14.0,9.0,7.0,17.142857142857142,17.214285714285715,15.433333333333334,0.6666666666666666
2024-01-26,237,Aquim PF Eye Drop,Ophthalmic,19,104.28,1981.32,Friday,False,1,Winter,2024,4,13.8,26.0,19.9,52.8,0.0,Winter,14.0,24.0,12.0,17.857142857142858,16.857142857142858,15.666666666666666,0.3333333333333333
2024-01-28,237,Aquim PF Eye Drop,Ophthalmic,11,104.28,1147.08,Sunday,True,1,Winter,2024,4,15.4,25.3,20.3,63.4,0.0,Winter,23.0,18.0,7.0,16.142857142857142,16.357142857142858,15.8,-0.5
2024-01-30,237,Aquim PF Eye Drop,Ophthalmic,33,104.28,3441.24,Tuesday,False,1,Winter,2024,5,15.0,26.2,20.6,67.0,0.0,Winter,11.0,30.0,23.0,19.285714285714285,16.571428571428573,16.133333333333333,1.8333333333333333
2024-02-14,237,Aquim PF Eye Drop,Ophthalmic,10,104.28,1042.8,Wednesday,False,2,Winter,2024,7,14.3,25.6,19.9,69.5,0.0,Winter,11.0,4.0,15.0,19.142857142857142,17.0,15.966666666666667,-0.08333333333333333
2024-02-25,237,Aquim PF Eye Drop,Ophthalmic,12,104.28,1251.36,Sunday,True,2,Winter,2024,8,17.4,23.7,20.6,67.4,0.0,Winter,10.0,12.0,8.0,19.428571428571427,17.0,16.1,0.18181818181818182
2024-03-27,237,Aquim PF Eye Drop,Ophthalmic,19,104.28,1981.32,Wednesday,False,3,Summer,2024,13,30.4,35.9,33.1,30.6,0.0,Summer,27.0,19.0,18.0,18.285714285714285,17.0,16.133333333333333,-0.2857142857142857
2024-04-01,237,Aquim PF Eye Drop,Ophthalmic,5,104.28,521.4,Monday,False,4,Summer,2024,14,30.6,42.4,36.5,42.1,0.0,Summer,24.0,14.0,12.0,15.571428571428571,16.357142857142858,15.9,-0.76
2024-04-02,237,Aquim PF Eye Drop,Ophthalmic,12,104.28,1251.36,Tuesday,False,4,Summer,2024,14,28.7,44.4,36.6,40.0,0.0,Summer,19.0,14.0,10.0,14.571428571428571,16.214285714285715,15.966666666666667,-0.35
2024-04-17,237,Aquim PF Eye Drop,Ophthalmic,7,104.28,729.96,Wednesday,False,4,Summer,2024,16,27.9,40.9,34.4,34.9,0.0,Summer,11.0,23.0,23.0,14.0,15.071428571428571,15.433333333333334,-0.3333333333333333
